, ,,,Week 7 - Deadline is 10am Thursday 4th December,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,,Sunday,,,,,,,,,
,No.,Store,Window,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Total Hours provided,Forecasted Hours,Guide Hours,Required Flex,Provided vs Forecasted Hours,Provided vs Guide Hours,Reason for not meeting Headcount,Actions being taken to resolve for future weeks
#REF!,28,Eccles,11.30-13.30,8,8,8,8,7,7,7,7,9,9,10,10,11,11,,,,,,,,
#REF!,28,Eccles,13.30-15.30,7,7,7,7,5,5,7,7,7,7,10,10,11,11,,,,,,,,
#REF!,28,Eccles,15.30-17.30,5,5,4,4,4,4,4,4,6,6,6,6,5,5,,,,,,,,
#REF!,28,Eccles,17.30-19.30,3,3,3,3,3,3,3,3,3,3,4,4,3,3,,,,,,,,
,28,Eccles,Total Hours,84,84,84,84,74,74,82,82,96,96,108,108,114,114,642,642,643,-1,0,-1,,
,184,Glenrothes,09.30-11.30,3,2,2,2,3,2,3,1,3,2,3,2,3,2,,,,,,,,
#REF!,184,Glenrothes,11.30-13.30,2,3,2,3,2,3,2,2,3,3,3,3,3,3,,,,,,,,
#REF!,184,Glenrothes,13.30-15.30,2,3,2,3,2,3,2,2,2,3,2,3,2,3,,,,,,,,
,184,Glenrothes,Total Hours,14,16,12,16,14,16,14,10,16,16,16,16,16,16,106,102,101,1,4,5,,
#REF!,177,Gyle,05.30-7.30,8,8,7,7,7,7,6,6,8,6,8,6,8,7,,,,,,,,We have an additional undeclared 
#REF!,177,Gyle,07.30-9.30,12,12,12,12.5,10,10,12,12,13,13,13,11,13,11,,,,,,,,20 hours of AWOL in the department this week
#REF!,177,Gyle,09.30-11.30,12,12,12,12,11,11,12,12,14,14,13,14,13,13,,,,,,,,
#REF!,177,Gyle,11.30-13.30,12,12,10,10,11,9.5,9,9,14,14,12,14,11,13,,,,,,,,
#REF!,177,Gyle,13.30-15.30,8,8,8,8,8,8,8,8,9,9,11,11,9,10,,,,,,,,
#REF!,177,Gyle,15.30-17.30,5,5,4,4,4,5,5,5,5,7,7,8,6,6,,,,,,,,
,177,Gyle,Total Hours,114,114,106,107,102,101,104,104,126,126,128,128,120,120,800,800,800,0,0,0,,
#REF!,475,Halifax,05.30-7.30,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
#REF!,475,Halifax,07.30-9.30,5,5,5,5,5,5,5,5,5,5,6,6,7,7,,,,,,,,
#REF!,475,Halifax,09.30-11.30,5,5,5,5,5,5,5,5,5,5,6,6,7,7,,,,,,,,
#REF!,475,Halifax,11.30-13.30,5,5,4,4,4,4,4,4,5,5,6,6,7,7,,,,,,,,
#REF!,475,Halifax,13.30-15.30,4,4,3,3,4,4,3,3,5,5,4,4,4,4,,,,,,,,
#REF!,475,Halifax,15.30-17.30,4,4,3,3,3,3,3,3,5,5,4,4,3,3,,,,,,,,
#REF!,475,Halifax,17.30-19.30,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,
,475,Halifax,Total Hours,58,58,50,50,52,52,50,50,60,60,64,64,68,68,402,402,402,0,0,0,,
#REF!,15,Leeds,05.30-7.30,6,6,6,6,6,6,6,6,6,6,8,8,6,6,,,,,,,,
#REF!,15,Leeds,07.30-9.30,10,10,9,9,9,9,9,9,11,11,12,12,12,12,,,,,,,,
#REF!,15,Leeds,09.30-11.30,10,10,9,9,9,9,9,9,11,11,12,12,15,15,,,,,,,,
#REF!,15,Leeds,11.30-13.30,10,10,9,9,8,8,9,9,10,10,12,12,15,15,,,,,,,,
#REF!,15,Leeds,13.30-15.30,8,8,9,9,8,8,8,8,10,10,12,12,10,10,,,,,,,,
#REF!,15,Leeds,15.30-17.30,7,7,6,6,7,7,7,7,8,8,7,7,6,6,,,,,,,,
#REF!,15,Leeds,17.30-19.30,5,5,4,4,4,4,5,5,5,5,5,5,4,4,,,,,,,,
,15,Leeds,Total Hours,112,112,104,104,102,102,106,106,122,122,136,136,136,136,818,818,818,0,0,0,,
,62,Lincoln,05.30-07.30,3,3,2,2,2,2,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,62,Lincoln,07.30-9.30,2,2,2,2,2,2,2,2,3,3,3,3,3,3,,,,,,,,
#REF!,62,Lincoln,09.30-11.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,
,62,Lincoln,Total Hours,14,14,12,12,12,12,14,14,16,16,16,16,16,16,100,100,100,0,0,0,,
#REF!,128,Middlesbrough,05.30-7.30,2,2,3,3,2,2,2,2,3,3,3,3,3,3,,,,,,,,
#REF!,128,Middlesbrough,07.30-9.30,5,5,5,5,4,4,4,4,6,6,6,6,6,6,,,,,,,,
#REF!,128,Middlesbrough,09.30-11.30,5,5,5,5,4,4,4,4,6,6,6,6,6,6,,,,,,,,
#REF!,128,Middlesbrough,11.30-13.30,5,5,4,4,4,4,4,4,5,5,6,6,6,6,,,,,,,,
#REF!,128,Middlesbrough,13.30-15.30,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,,,,,,,
#REF!,128,Middlesbrough,15.30-17.30,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,,
#REF!,128,Middlesbrough,17.30-19.30,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,,,,,,,
